wavelength observed_flux flux_inverse_variance
3344.6000000000004 nan nan
3345.1000000000004 nan nan
3345.6000000000004 nan nan
3346.1000000000004 nan nan
3346.6000000000004 nan nan
3347.1000000000004 nan nan
3347.6000000000004 nan nan
3348.1000000000004 nan nan
3348.6000000000004 nan nan
3349.1000000000004 nan nan
3349.6000000000004 nan nan
3350.1000000000004 nan nan
3350.6000000000004 nan nan
3351.1000000000004 nan nan
3351.6000000000004 nan nan
3352.1000000000004 nan nan
3352.6000000000004 nan nan
3353.1000000000004 nan nan
3353.6000000000004 nan nan
3354.1000000000004 nan nan
3354.6000000000004 nan nan
3355.1000000000004 nan nan
3355.6000000000004 nan nan
3356.1000000000004 nan nan
3356.6000000000004 nan nan
3357.1000000000004 nan nan
3357.6000000000004 nan nan
3358.1000000000004 nan nan
3358.6000000000004 nan nan
3359.1000000000004 nan nan
3359.6000000000004 nan nan
3360.1000000000004 nan nan
3360.6000000000004 nan nan
3361.1000000000004 nan nan
3361.6000000000004 nan nan
3362.1000000000004 nan nan
3362.6000000000004 nan nan
3363.1000000000004 nan nan
3363.6000000000004 nan nan
3364.1000000000004 nan nan
3364.6000000000004 nan nan
3365.1000000000004 nan nan
3365.6000000000004 nan nan
3366.1000000000004 nan nan
3366.6000000000004 nan nan
3367.1000000000004 nan nan
3367.6000000000004 nan nan
3368.1000000000004 nan nan
3368.6000000000004 nan nan
3369.1000000000004 nan nan
3369.6000000000004 nan nan
3370.1000000000004 nan nan
3370.6000000000004 nan nan
3371.1000000000004 nan nan
3371.6000000000004 nan nan
3372.1000000000004 nan nan
3372.6000000000004 nan nan
3373.1000000000004 nan nan
3373.6000000000004 nan nan
3374.1000000000004 nan nan
3374.6000000000004 nan nan
3375.1000000000004 nan nan
3375.6000000000004 nan nan
3376.1000000000004 nan nan
3376.6000000000004 nan nan
3377.1000000000004 nan nan
3377.6000000000004 nan nan
3378.1000000000004 nan nan
3378.6000000000004 nan nan
3379.1000000000004 nan nan
3379.6000000000004 nan nan
3380.1000000000004 nan nan
3380.6000000000004 nan nan
3381.1000000000004 nan nan
3381.6000000000004 nan nan
3382.1000000000004 nan nan
3382.6000000000004 nan nan
3383.1000000000004 nan nan
3383.6000000000004 nan nan
3384.1000000000004 nan nan
3384.6000000000004 nan nan
3385.1000000000004 nan nan
3385.6000000000004 nan nan
3386.1000000000004 nan nan
3386.6000000000004 nan nan
3387.1000000000004 nan nan
3387.6000000000004 nan nan
3388.1000000000004 nan nan
3388.6000000000004 nan nan
3389.1000000000004 nan nan
3389.6000000000004 nan nan
3390.1000000000004 nan nan
3390.6000000000004 nan nan
3391.1000000000004 nan nan
3391.6000000000004 nan nan
3392.1000000000004 nan nan
3392.6000000000004 nan nan
3393.1000000000004 nan nan
3393.6000000000004 nan nan
3394.1000000000004 nan nan
3394.6000000000004 nan nan
3395.1000000000004 nan nan
3395.6000000000004 nan nan
3396.1000000000004 nan nan
3396.6000000000004 nan nan
3397.1000000000004 nan nan
3397.6000000000004 nan nan
3398.1000000000004 nan nan
3398.6000000000004 nan nan
3399.1000000000004 nan nan
3399.6000000000004 nan nan
3400.1000000000004 nan nan
3400.6000000000004 nan nan
3401.1000000000004 nan nan
3401.6000000000004 nan nan
3402.1000000000004 nan nan
3402.6000000000004 nan nan
3403.1000000000004 nan nan
3403.6000000000004 nan nan
3404.1000000000004 nan nan
3404.6000000000004 nan nan
3405.1000000000004 nan nan
3405.6000000000004 nan nan
3406.1000000000004 nan nan
3406.6000000000004 nan nan
3407.1000000000004 nan nan
3407.6000000000004 nan nan
3408.1000000000004 nan nan
3408.6000000000004 nan nan
3409.1000000000004 nan nan
3409.6000000000004 nan nan
3410.1000000000004 nan nan
3410.6000000000004 nan nan
3411.1000000000004 nan nan
3411.6000000000004 nan nan
3412.1000000000004 nan nan
3412.6000000000004 nan nan
3413.1000000000004 nan nan
3413.6000000000004 nan nan
3414.1000000000004 nan nan
3414.6000000000004 nan nan
3415.1000000000004 nan nan
3415.6000000000004 nan nan
3416.1000000000004 nan nan
3416.6000000000004 nan nan
3417.1000000000004 nan nan
3417.6000000000004 nan nan
3418.1000000000004 nan nan
3418.6000000000004 nan nan
3419.1000000000004 nan nan
3419.6000000000004 nan nan
3420.1000000000004 nan nan
3420.6000000000004 nan nan
3421.1000000000004 nan nan
3421.6000000000004 nan nan
3422.1000000000004 nan nan
3422.6000000000004 nan nan
3423.1000000000004 nan nan
3423.6000000000004 nan nan
3424.1000000000004 nan nan
3424.6000000000004 nan nan
3425.1000000000004 nan nan
3425.6000000000004 nan nan
3426.1000000000004 nan nan
3426.6000000000004 nan nan
3427.1000000000004 nan nan
3427.6000000000004 nan nan
3428.1000000000004 nan nan
3428.6000000000004 nan nan
3429.1000000000004 nan nan
3429.6000000000004 nan nan
3430.1000000000004 nan nan
3430.6000000000004 nan nan
3431.1000000000004 nan nan
3431.6000000000004 nan nan
3432.1000000000004 nan nan
3432.6000000000004 nan nan
3433.1000000000004 nan nan
3433.6000000000004 nan nan
3434.1000000000004 nan nan
3434.6000000000004 nan nan
3435.1000000000004 nan nan
3435.6000000000004 nan nan
3436.1000000000004 nan nan
3436.6000000000004 nan nan
3437.1000000000004 nan nan
3437.6000000000004 nan nan
3438.1000000000004 nan nan
3438.6000000000004 nan nan
3439.1000000000004 nan nan
3439.6000000000004 nan nan
3440.1000000000004 nan nan
3440.6000000000004 nan nan
3441.1000000000004 nan nan
3441.6000000000004 nan nan
3442.1000000000004 nan nan
3442.6000000000004 nan nan
3443.1000000000004 nan nan
3443.6000000000004 nan nan
3444.1000000000004 nan nan
3444.6000000000004 nan nan
3445.1000000000004 nan nan
3445.6000000000004 nan nan
3446.1000000000004 nan nan
3446.6000000000004 nan nan
3447.1000000000004 nan nan
3447.6000000000004 nan nan
3448.1000000000004 nan nan
3448.6000000000004 nan nan
3449.1000000000004 nan nan
3449.6000000000004 nan nan
3450.1000000000004 nan nan
3450.6000000000004 nan nan
3451.1000000000004 nan nan
3451.6000000000004 nan nan
3452.1000000000004 nan nan
3452.6000000000004 nan nan
3453.1000000000004 nan nan
3453.6000000000004 nan nan
3454.1000000000004 nan nan
3454.6000000000004 nan nan
3455.1000000000004 nan nan
3455.6000000000004 nan nan
3456.1000000000004 nan nan
3456.6000000000004 nan nan
3457.1000000000004 nan nan
3457.6000000000004 nan nan
3458.1000000000004 nan nan
3458.6000000000004 nan nan
3459.1000000000004 nan nan
3459.6000000000004 nan nan
3460.1000000000004 nan nan
3460.6000000000004 nan nan
3461.1000000000004 nan nan
3461.6000000000004 nan nan
3462.1000000000004 nan nan
3462.6000000000004 nan nan
3463.1000000000004 nan nan
3463.6000000000004 nan nan
3464.1000000000004 nan nan
3464.6000000000004 nan nan
3465.1000000000004 nan nan
3465.6000000000004 nan nan
3466.1000000000004 nan nan
3466.6000000000004 nan nan
3467.1000000000004 nan nan
3467.6000000000004 nan nan
3468.1000000000004 nan nan
3468.6000000000004 nan nan
3469.1000000000004 nan nan
3469.6000000000004 nan nan
3470.1000000000004 nan nan
3470.6000000000004 nan nan
3471.1000000000004 nan nan
3471.6000000000004 nan nan
3472.1000000000004 nan nan
3472.6000000000004 nan nan
3473.1000000000004 nan nan
3473.6000000000004 nan nan
3474.1000000000004 nan nan
3474.6000000000004 nan nan
3475.1000000000004 nan nan
3475.6000000000004 nan nan
3476.1000000000004 nan nan
3476.6000000000004 nan nan
3477.1000000000004 nan nan
3477.6000000000004 nan nan
3478.1000000000004 nan nan
3478.6000000000004 nan nan
3479.1000000000004 nan nan
3479.6000000000004 nan nan
3480.1000000000004 nan nan
3480.6000000000004 nan nan
3481.1000000000004 nan nan
3481.6000000000004 nan nan
3482.1000000000004 nan nan
3482.6000000000004 nan nan
3483.1000000000004 nan nan
3483.6000000000004 nan nan
3484.1000000000004 nan nan
3484.6000000000004 nan nan
3485.1000000000004 nan nan
3485.6000000000004 nan nan
3486.1000000000004 nan nan
3486.6000000000004 nan nan
3487.1000000000004 nan nan
3487.6000000000004 nan nan
3488.1000000000004 nan nan
3488.6000000000004 nan nan
3489.1000000000004 nan nan
3489.6000000000004 nan nan
3490.1000000000004 nan nan
3490.6000000000004 nan nan
3491.1000000000004 nan nan
3491.6000000000004 nan nan
3492.1000000000004 nan nan
3492.6000000000004 nan nan
3493.1000000000004 nan nan
3493.6000000000004 nan nan
3494.1000000000004 nan nan
3494.6000000000004 nan nan
3495.1000000000004 nan nan
3495.6000000000004 nan nan
3496.1000000000004 nan nan
3496.6000000000004 nan nan
3497.1000000000004 nan nan
3497.6000000000004 nan nan
3498.1000000000004 nan nan
3498.6000000000004 nan nan
3499.1000000000004 nan nan
3499.6000000000004 nan nan
3500.1000000000004 nan nan
3500.6000000000004 nan nan
3501.1000000000004 nan nan
3501.6000000000004 nan nan
3502.1000000000004 nan nan
