wavelength observed_flux flux_inverse_variance
3011.1000000000004 nan 0.0
3011.6000000000004 nan 0.0
3012.1000000000004 nan 0.0
3012.6000000000004 nan 0.0
3013.1000000000004 nan 0.0
3013.6000000000004 nan 0.0
3014.1000000000004 nan 0.0
3014.6000000000004 nan 0.0
3015.1000000000004 nan 0.0
3015.6000000000004 nan 0.0
3016.1000000000004 nan 0.0
3016.6000000000004 nan 0.0
3017.1000000000004 nan 0.0
3017.6000000000004 nan 0.0
3018.1000000000004 nan 0.0
3018.6000000000004 nan 0.0
3019.1000000000004 nan 0.0
3019.6000000000004 nan 0.0
3020.1000000000004 nan 0.0
3020.6000000000004 nan 0.0
3021.1000000000004 nan 0.0
3021.6000000000004 nan 0.0
3022.1000000000004 nan 0.0
3022.6000000000004 nan 0.0
3023.1000000000004 nan 0.0
3023.6000000000004 nan 0.0
3024.1000000000004 nan 0.0
3024.6000000000004 nan 0.0
3025.1000000000004 nan 0.0
3025.6000000000004 nan 0.0
3026.1000000000004 nan 0.0
3026.6000000000004 nan 0.0
3027.1000000000004 nan 0.0
3027.6000000000004 nan 0.0
3028.1000000000004 nan 0.0
3028.6000000000004 nan 0.0
3029.1000000000004 nan 0.0
3029.6000000000004 nan 0.0
3030.1000000000004 nan 0.0
3030.6000000000004 nan 0.0
3031.1000000000004 nan 0.0
3031.6000000000004 nan 0.0
3032.1000000000004 nan 0.0
3032.6000000000004 nan 0.0
3033.1000000000004 nan 0.0
3033.6000000000004 nan 0.0
3034.1000000000004 nan 0.0
3034.6000000000004 nan 0.0
3035.1000000000004 nan 0.0
3035.6000000000004 nan 0.0
3036.1000000000004 nan 0.0
3036.6000000000004 nan 0.0
3037.1000000000004 nan 0.0
3037.6000000000004 nan 0.0
3038.1000000000004 nan 0.0
3038.6000000000004 nan 0.0
3039.1000000000004 nan 0.0
3039.6000000000004 nan 0.0
3040.1000000000004 nan 0.0
3040.6000000000004 nan 0.0
3041.1000000000004 nan 0.0
3041.6000000000004 nan 0.0
3042.1000000000004 nan 0.0
3042.6000000000004 nan 0.0
3043.1000000000004 nan 0.0
3043.6000000000004 nan 0.0
3044.1000000000004 nan 0.0
3044.6000000000004 nan 0.0
3045.1000000000004 nan 0.0
3045.6000000000004 nan 0.0
3046.1000000000004 nan 0.0
3046.6000000000004 nan 0.0
3047.1000000000004 nan 0.0
3047.6000000000004 nan 0.0
3048.1000000000004 nan 0.0
3048.6000000000004 nan 0.0
3049.1000000000004 nan 0.0
3049.6000000000004 nan 0.0
3050.1000000000004 nan 0.0
3050.6000000000004 nan 0.0
3051.1000000000004 nan 0.0
3051.6000000000004 nan 0.0
3052.1000000000004 nan 0.0
3052.6000000000004 nan 0.0
3053.1000000000004 nan 0.0
3053.6000000000004 nan 0.0
3054.1000000000004 nan 0.0
3054.6000000000004 nan 0.0
3055.1000000000004 nan 0.0
3055.6000000000004 nan 0.0
3056.1000000000004 nan 0.0
3056.6000000000004 nan 0.0
3057.1000000000004 nan 0.0
3057.6000000000004 nan 0.0
3058.1000000000004 nan 0.0
3058.6000000000004 nan 0.0
3059.1000000000004 nan 0.0
3059.6000000000004 nan 0.0
3060.1000000000004 nan nan
3060.6000000000004 nan nan
3061.1000000000004 nan nan
3061.6000000000004 nan nan
3062.1000000000004 nan nan
3062.6000000000004 nan nan
3063.1000000000004 nan nan
3063.6000000000004 nan nan
3064.1000000000004 nan nan
3064.6000000000004 nan nan
3065.1000000000004 nan nan
3065.6000000000004 nan nan
3066.1000000000004 nan nan
3066.6000000000004 nan nan
3067.1000000000004 nan nan
3067.6000000000004 nan nan
3068.1000000000004 nan nan
3068.6000000000004 nan nan
3069.1000000000004 nan nan
3069.6000000000004 nan nan
3070.1000000000004 nan nan
3070.6000000000004 nan nan
3071.1000000000004 nan nan
3071.6000000000004 nan nan
3072.1000000000004 nan nan
3072.6000000000004 nan nan
3073.1000000000004 nan nan
3073.6000000000004 nan nan
3074.1000000000004 nan nan
3074.6000000000004 nan nan
3075.1000000000004 nan nan
3075.6000000000004 nan nan
3076.1000000000004 nan nan
3076.6000000000004 nan nan
3077.1000000000004 nan nan
3077.6000000000004 nan nan
3078.1000000000004 nan nan
3078.6000000000004 nan nan
3079.1000000000004 nan nan
3079.6000000000004 nan nan
3080.1000000000004 nan nan
3080.6000000000004 nan nan
3081.1000000000004 nan nan
3081.6000000000004 nan nan
3082.1000000000004 nan nan
3082.6000000000004 nan nan
3083.1000000000004 nan nan
3083.6000000000004 nan nan
3084.1000000000004 nan nan
3084.6000000000004 nan nan
3085.1000000000004 nan nan
3085.6000000000004 nan nan
3086.1000000000004 nan nan
3086.6000000000004 nan nan
3087.1000000000004 nan nan
3087.6000000000004 nan nan
3088.1000000000004 nan nan
3088.6000000000004 nan nan
3089.1000000000004 nan nan
3089.6000000000004 nan nan
3090.1000000000004 nan nan
3090.6000000000004 nan nan
3091.1000000000004 nan nan
3091.6000000000004 nan nan
3092.1000000000004 nan nan
3092.6000000000004 nan nan
3093.1000000000004 nan nan
3093.6000000000004 nan nan
3094.1000000000004 nan nan
3094.6000000000004 nan nan
3095.1000000000004 nan nan
3095.6000000000004 nan nan
3096.1000000000004 nan nan
3096.6000000000004 nan nan
3097.1000000000004 nan nan
3097.6000000000004 nan nan
3098.1000000000004 nan nan
3098.6000000000004 nan nan
3099.1000000000004 nan nan
3099.6000000000004 nan nan
3100.1000000000004 nan nan
3100.6000000000004 nan nan
3101.1000000000004 nan nan
3101.6000000000004 nan nan
3102.1000000000004 nan nan
3102.6000000000004 nan nan
3103.1000000000004 nan nan
3103.6000000000004 nan nan
3104.1000000000004 nan nan
3104.6000000000004 nan nan
3105.1000000000004 nan nan
3105.6000000000004 nan nan
3106.1000000000004 nan nan
3106.6000000000004 nan nan
3107.1000000000004 nan nan
3107.6000000000004 nan nan
3108.1000000000004 nan nan
3108.6000000000004 nan nan
3109.1000000000004 nan nan
3109.6000000000004 nan nan
3110.1000000000004 nan nan
3110.6000000000004 nan nan
3111.1000000000004 nan nan
3111.6000000000004 nan nan
3112.1000000000004 nan nan
3112.6000000000004 nan nan
3113.1000000000004 nan nan
3113.6000000000004 nan nan
3114.1000000000004 nan nan
3114.6000000000004 nan nan
3115.1000000000004 nan nan
3115.6000000000004 nan nan
3116.1000000000004 nan nan
3116.6000000000004 nan nan
3117.1000000000004 nan nan
3117.6000000000004 nan nan
3118.1000000000004 nan nan
3118.6000000000004 nan nan
3119.1000000000004 nan nan
3119.6000000000004 nan nan
3120.1000000000004 nan nan
3120.6000000000004 nan nan
3121.1000000000004 nan nan
3121.6000000000004 nan nan
3122.1000000000004 nan nan
3122.6000000000004 nan nan
3123.1000000000004 nan nan
3123.6000000000004 nan nan
3124.1000000000004 nan nan
3124.6000000000004 nan nan
3125.1000000000004 nan nan
3125.6000000000004 nan nan
3126.1000000000004 nan nan
3126.6000000000004 nan nan
3127.1000000000004 nan nan
3127.6000000000004 nan nan
3128.1000000000004 nan nan
3128.6000000000004 nan nan
3129.1000000000004 nan nan
3129.6000000000004 nan nan
3130.1000000000004 nan nan
3130.6000000000004 nan nan
3131.1000000000004 nan nan
3131.6000000000004 nan nan
3132.1000000000004 nan nan
3132.6000000000004 nan nan
3133.1000000000004 nan nan
3133.6000000000004 nan nan
3134.1000000000004 nan nan
3134.6000000000004 nan nan
3135.1000000000004 nan nan
3135.6000000000004 nan nan
3136.1000000000004 nan nan
3136.6000000000004 nan nan
3137.1000000000004 nan nan
3137.6000000000004 nan nan
3138.1000000000004 nan nan
3138.6000000000004 nan nan
3139.1000000000004 nan nan
3139.6000000000004 nan nan
3140.1000000000004 nan nan
3140.6000000000004 nan nan
3141.1000000000004 nan nan
3141.6000000000004 nan nan
3142.1000000000004 nan nan
3142.6000000000004 nan nan
3143.1000000000004 nan nan
3143.6000000000004 nan nan
3144.1000000000004 nan nan
3144.6000000000004 nan nan
3145.1000000000004 nan nan
3145.6000000000004 nan nan
3146.1000000000004 nan nan
3146.6000000000004 nan nan
3147.1000000000004 nan nan
3147.6000000000004 nan nan
3148.1000000000004 nan nan
3148.6000000000004 nan nan
3149.1000000000004 nan nan
3149.6000000000004 nan nan
3150.1000000000004 nan nan
3150.6000000000004 nan nan
3151.1000000000004 nan nan
3151.6000000000004 nan nan
3152.1000000000004 nan nan
3152.6000000000004 nan nan
3153.1000000000004 nan nan
3153.6000000000004 nan nan
3154.1000000000004 nan nan
3154.6000000000004 nan nan
3155.1000000000004 nan nan
3155.6000000000004 nan nan
3156.1000000000004 nan nan
3156.6000000000004 nan nan
3157.1000000000004 nan nan
3157.6000000000004 nan nan
3158.1000000000004 nan nan
3158.6000000000004 nan nan
3159.1000000000004 nan nan
3159.6000000000004 nan nan
3160.1000000000004 nan nan
3160.6000000000004 nan nan
3161.1000000000004 nan nan
3161.6000000000004 nan nan
3162.1000000000004 nan nan
3162.6000000000004 nan nan
3163.1000000000004 nan nan
3163.6000000000004 nan nan
3164.1000000000004 nan nan
3164.6000000000004 nan nan
3165.1000000000004 nan nan
3165.6000000000004 nan nan
3166.1000000000004 nan nan
3166.6000000000004 nan nan
3167.1000000000004 nan nan
3167.6000000000004 nan nan
3168.1000000000004 nan nan
3168.6000000000004 nan nan
3169.1000000000004 nan nan
3169.6000000000004 nan nan
3170.1000000000004 nan nan
3170.6000000000004 nan nan
3171.1000000000004 nan nan
3171.6000000000004 nan nan
3172.1000000000004 nan nan
3172.6000000000004 nan nan
3173.1000000000004 nan nan
3173.6000000000004 nan nan
3174.1000000000004 nan nan
3174.6000000000004 nan nan
3175.1000000000004 nan nan
3175.6000000000004 nan nan
3176.1000000000004 nan nan
3176.6000000000004 nan nan
3177.1000000000004 nan nan
3177.6000000000004 nan nan
3178.1000000000004 nan nan
3178.6000000000004 nan nan
3179.1000000000004 nan nan
3179.6000000000004 nan nan
3180.1000000000004 nan nan
3180.6000000000004 nan nan
3181.1000000000004 nan nan
3181.6000000000004 nan nan
3182.1000000000004 nan nan
3182.6000000000004 nan nan
3183.1000000000004 nan nan
3183.6000000000004 nan nan
3184.1000000000004 nan nan
3184.6000000000004 nan nan
3185.1000000000004 nan nan
3185.6000000000004 nan nan
3186.1000000000004 nan nan
3186.6000000000004 nan nan
3187.1000000000004 nan nan
3187.6000000000004 nan nan
3188.1000000000004 nan nan
3188.6000000000004 nan nan
3189.1000000000004 nan nan
3189.6000000000004 nan nan
3190.1000000000004 nan nan
3190.6000000000004 nan nan
3191.1000000000004 nan nan
3191.6000000000004 nan nan
3192.1000000000004 nan nan
3192.6000000000004 nan nan
3193.1000000000004 nan nan
3193.6000000000004 nan nan
3194.1000000000004 nan nan
3194.6000000000004 nan nan
3195.1000000000004 nan nan
3195.6000000000004 nan nan
3196.1000000000004 nan nan
3196.6000000000004 nan nan
3197.1000000000004 nan nan
3197.6000000000004 nan nan
3198.1000000000004 nan nan
3198.6000000000004 nan nan
3199.1000000000004 nan nan
3199.6000000000004 nan nan
3200.1000000000004 nan nan
3200.6000000000004 nan nan
3201.1000000000004 nan nan
3201.6000000000004 nan nan
3202.1000000000004 nan nan
3202.6000000000004 nan nan
3203.1000000000004 nan nan
3203.6000000000004 nan nan
3204.1000000000004 nan nan
3204.6000000000004 nan nan
3205.1000000000004 nan nan
3205.6000000000004 nan nan
3206.1000000000004 nan nan
3206.6000000000004 nan nan
3207.1000000000004 nan nan
3207.6000000000004 nan nan
3208.1000000000004 nan nan
3208.6000000000004 nan nan
3209.1000000000004 nan nan
3209.6000000000004 nan nan
3210.1000000000004 nan nan
3210.6000000000004 nan nan
3211.1000000000004 nan nan
3211.6000000000004 nan nan
3212.1000000000004 nan nan
3212.6000000000004 nan nan
3213.1000000000004 nan nan
3213.6000000000004 nan nan
3214.1000000000004 nan nan
3214.6000000000004 nan nan
3215.1000000000004 nan nan
3215.6000000000004 nan nan
3216.1000000000004 nan nan
3216.6000000000004 nan nan
3217.1000000000004 nan nan
3217.6000000000004 nan nan
3218.1000000000004 nan nan
3218.6000000000004 nan nan
3219.1000000000004 nan nan
3219.6000000000004 nan nan
3220.1000000000004 nan nan
3220.6000000000004 nan nan
3221.1000000000004 nan nan
3221.6000000000004 nan nan
3222.1000000000004 nan nan
3222.6000000000004 nan nan
3223.1000000000004 nan nan
3223.6000000000004 nan nan
3224.1000000000004 nan nan
3224.6000000000004 nan nan
3225.1000000000004 nan nan
3225.6000000000004 nan nan
3226.1000000000004 nan nan
3226.6000000000004 nan nan
3227.1000000000004 nan nan
3227.6000000000004 nan nan
3228.1000000000004 nan nan
3228.6000000000004 nan nan
3229.1000000000004 nan nan
3229.6000000000004 nan nan
3230.1000000000004 nan nan
3230.6000000000004 nan nan
3231.1000000000004 nan nan
3231.6000000000004 nan nan
3232.1000000000004 nan nan
3232.6000000000004 nan nan
3233.1000000000004 nan nan
3233.6000000000004 nan nan
3234.1000000000004 nan nan
3234.6000000000004 nan nan
3235.1000000000004 nan nan
3235.6000000000004 nan nan
3236.1000000000004 nan nan
3236.6000000000004 nan nan
3237.1000000000004 nan nan
3237.6000000000004 nan nan
3238.1000000000004 nan nan
3238.6000000000004 nan nan
3239.1000000000004 nan nan
3239.6000000000004 nan nan
3240.1000000000004 nan nan
3240.6000000000004 nan nan
3241.1000000000004 nan nan
3241.6000000000004 nan nan
3242.1000000000004 nan nan
3242.6000000000004 nan nan
3243.1000000000004 nan nan
3243.6000000000004 nan nan
3244.1000000000004 nan nan
3244.6000000000004 nan nan
3245.1000000000004 nan nan
3245.6000000000004 nan nan
3246.1000000000004 nan nan
3246.6000000000004 nan nan
3247.1000000000004 nan nan
3247.6000000000004 nan nan
3248.1000000000004 nan nan
3248.6000000000004 nan nan
3249.1000000000004 nan nan
3249.6000000000004 nan nan
3250.1000000000004 nan nan
3250.6000000000004 nan nan
3251.1000000000004 nan nan
3251.6000000000004 nan nan
3252.1000000000004 nan nan
3252.6000000000004 nan nan
3253.1000000000004 nan nan
3253.6000000000004 nan nan
3254.1000000000004 nan nan
3254.6000000000004 nan nan
3255.1000000000004 nan nan
3255.6000000000004 nan nan
3256.1000000000004 nan nan
3256.6000000000004 nan nan
3257.1000000000004 nan nan
3257.6000000000004 nan nan
3258.1000000000004 nan nan
3258.6000000000004 nan nan
3259.1000000000004 nan nan
3259.6000000000004 nan nan
3260.1000000000004 nan nan
3260.6000000000004 nan nan
3261.1000000000004 nan nan
3261.6000000000004 nan nan
3262.1000000000004 nan nan
3262.6000000000004 nan nan
3263.1000000000004 nan nan
3263.6000000000004 nan nan
3264.1000000000004 nan nan
3264.6000000000004 nan nan
3265.1000000000004 nan nan
3265.6000000000004 nan nan
3266.1000000000004 nan nan
3266.6000000000004 nan nan
3267.1000000000004 nan nan
3267.6000000000004 nan nan
3268.1000000000004 nan nan
3268.6000000000004 nan nan
3269.1000000000004 nan nan
3269.6000000000004 nan nan
3270.1000000000004 nan nan
3270.6000000000004 nan nan
3271.1000000000004 nan nan
3271.6000000000004 nan nan
3272.1000000000004 nan nan
3272.6000000000004 nan nan
3273.1000000000004 nan nan
3273.6000000000004 nan nan
3274.1000000000004 nan nan
3274.6000000000004 nan nan
3275.1000000000004 nan nan
3275.6000000000004 nan nan
3276.1000000000004 nan nan
3276.6000000000004 nan nan
3277.1000000000004 nan nan
3277.6000000000004 nan nan
3278.1000000000004 nan nan
3278.6000000000004 nan nan
3279.1000000000004 nan nan
3279.6000000000004 nan nan
3280.1000000000004 nan nan
3280.6000000000004 nan nan
3281.1000000000004 nan nan
3281.6000000000004 nan nan
3282.1000000000004 nan nan
3282.6000000000004 nan nan
3283.1000000000004 nan nan
3283.6000000000004 nan nan
3284.1000000000004 nan nan
3284.6000000000004 nan nan
3285.1000000000004 nan nan
3285.6000000000004 nan nan
3286.1000000000004 nan nan
3286.6000000000004 nan nan
3287.1000000000004 nan nan
3287.6000000000004 nan nan
3288.1000000000004 nan nan
3288.6000000000004 nan nan
3289.1000000000004 nan nan
3289.6000000000004 nan nan
3290.1000000000004 nan nan
3290.6000000000004 nan nan
3291.1000000000004 nan nan
3291.6000000000004 nan nan
3292.1000000000004 nan nan
3292.6000000000004 nan nan
3293.1000000000004 nan nan
3293.6000000000004 nan nan
3294.1000000000004 nan nan
3294.6000000000004 nan nan
3295.1000000000004 nan nan
3295.6000000000004 nan nan
3296.1000000000004 nan nan
3296.6000000000004 nan nan
3297.1000000000004 nan nan
3297.6000000000004 nan nan
3298.1000000000004 nan nan
3298.6000000000004 nan nan
3299.1000000000004 nan nan
3299.6000000000004 nan nan
3300.1000000000004 nan nan
3300.6000000000004 nan nan
3301.1000000000004 nan nan
3301.6000000000004 nan nan
3302.1000000000004 nan nan
3302.6000000000004 nan nan
3303.1000000000004 nan nan
3303.6000000000004 nan nan
3304.1000000000004 nan nan
3304.6000000000004 nan nan
3305.1000000000004 nan nan
3305.6000000000004 nan nan
3306.1000000000004 nan nan
3306.6000000000004 nan nan
3307.1000000000004 nan nan
3307.6000000000004 nan nan
3308.1000000000004 nan nan
3308.6000000000004 nan nan
3309.1000000000004 nan nan
3309.6000000000004 nan nan
3310.1000000000004 nan nan
3310.6000000000004 nan nan
3311.1000000000004 nan nan
3311.6000000000004 nan nan
3312.1000000000004 nan nan
3312.6000000000004 nan nan
3313.1000000000004 nan nan
3313.6000000000004 nan nan
3314.1000000000004 nan nan
3314.6000000000004 nan nan
3315.1000000000004 nan nan
3315.6000000000004 nan nan
3316.1000000000004 nan nan
3316.6000000000004 nan nan
3317.1000000000004 nan nan
3317.6000000000004 nan nan
3318.1000000000004 nan nan
3318.6000000000004 nan nan
3319.1000000000004 nan nan
3319.6000000000004 nan nan
3320.1000000000004 nan nan
3320.6000000000004 nan nan
3321.1000000000004 nan nan
3321.6000000000004 nan nan
3322.1000000000004 nan nan
3322.6000000000004 nan nan
3323.1000000000004 nan nan
3323.6000000000004 nan nan
3324.1000000000004 nan nan
3324.6000000000004 nan nan
3325.1000000000004 nan nan
3325.6000000000004 nan nan
3326.1000000000004 nan nan
3326.6000000000004 nan nan
3327.1000000000004 nan nan
3327.6000000000004 nan nan
3328.1000000000004 nan nan
3328.6000000000004 nan nan
3329.1000000000004 nan nan
3329.6000000000004 nan nan
3330.1000000000004 nan nan
3330.6000000000004 nan nan
3331.1000000000004 nan nan
3331.6000000000004 nan nan
3332.1000000000004 nan nan
3332.6000000000004 nan nan
3333.1000000000004 nan nan
3333.6000000000004 nan nan
3334.1000000000004 nan nan
3334.6000000000004 nan nan
3335.1000000000004 nan nan
3335.6000000000004 nan nan
3336.1000000000004 nan nan
3336.6000000000004 nan nan
3337.1000000000004 nan nan
3337.6000000000004 nan nan
3338.1000000000004 nan nan
3338.6000000000004 nan nan
3339.1000000000004 nan nan
3339.6000000000004 nan nan
3340.1000000000004 nan nan
3340.6000000000004 nan nan
3341.1000000000004 nan nan
3341.6000000000004 nan nan
3342.1000000000004 nan nan
3342.6000000000004 nan nan
3343.1000000000004 nan nan
3343.6000000000004 nan nan
3344.1000000000004 nan nan
